    991, 666, 59, 47, -12,
    991, 676, 60, 46, -13,
    990, 682, 60, 45, -14,
    991, 688, 60, 45, -15,
    990, 689, 60, 44, -15,
    991, 694, 60, 44, -16,
    991, 705, 61, 43, -17,
    990, 709, 61, 43, -18,
    991, 713, 61, 42, -18,
    990, 716, 61, 42, -19,
    985, 724, 61, 41, -20,
    981, 727, 61, 40, -20,
    976, 731, 62, 40, -21,
    967, 739, 62, 39, -22,
    961, 743, 62, 39, -23,
    957, 745, 62, 38, -23,
    947, 753, 62, 37, -24,
    941, 756, 62, 37, -25,
    930, 763, 62, 36, -26,
    929, 764, 62, 36, -26,
    919, 770, 62, 35, -27,
    910, 776, 62, 34, -28,
    910, 775, 62, 34, -28,
    905, 777, 62, 33, -29,
    892, 784, 62, 32, -30,
    891, 784, 62, 32, -30,
    883, 788, 63, 31, -31,
    872, 794, 62, 30, -32,
    871, 794, 62, 30, -32,
    861, 796, 62, 29, -33,
    851, 802, 62, 28, -34,
    851, 803, 62, 28, -34,
    843, 806, 62, 27, -35,
    833, 809, 62, 26, -36,
    832, 810, 62, 26, -36,
    822, 813, 62, 25, -37,
    818, 815, 62, 24, -37,
    810, 817, 62, 23, -38,
    805, 819, 62, 23, -39,
    801, 820, 62, 22, -39,
    791, 822, 62, 21, -40,
    784, 824, 61, 20, -40,
    780, 825, 61, 20, -41,
    772, 828, 61, 19, -42,
    767, 829, 61, 18, -42,
    763, 829, 61, 18, -43,
    760, 830, 61, 17, -43,
    752, 832, 60, 16, -44,
    746, 833, 60, 15, -44,
    740, 834, 60, 15, -45,
    737, 835, 60, 14, -45,
    725, 836, 60, 13, -46,
    715, 838, 59, 12, -47,
    715, 838, 59, 12, -47,
    710, 839, 59, 11, -48,
    705, 839, 59, 10, -48,
    701, 840, 58,  9, -49,
    696, 840, 58,  8, -49,
    697, 840, 58,  8, -49,
    691, 841, 57,  7, -50,
    686, 840, 57,  6, -50,
    686, 841, 57,  5, -51,
    686, 841, 56,  5, -51,
    677, 841, 56,  4, -52,
    670, 842, 56,  3, -52,
    660, 843, 55,  2, -53,
    659, 842, 55,  2, -53,
    656, 843, 55,  1, -53,
    621, 840, 54,  0, -54,
    620, 842, 54,  0, -54,
    603, 843, 54,  -1, -55,
    601, 842, 53,  -1, -55,
    599, 842, 53,  -2, -55,
    591, 842, 52,  -3, -56,
    587, 842, 52,  -4, -56,
    585, 841, 51,  -4, -56,
    580, 842, 51,  -5, -57,
    575, 841, 51,  -6, -57,
    571, 840, 50,  -7, -57,
    568, 840, 50,  -7, -58,
    563, 839, 49,  -8, -58,
    559, 839, 49,  -9, -58,
    552, 838, 48, -10, -58,
    549, 839, 48, -11, -59,
    546, 838, 47, -11, -59,
    542, 838, 47, -12, -59,
    536, 838, 46, -13, -59,
    530, 837, 46, -14, -60,
    526, 837, 45, -14, -60,
    523, 836, 45, -15, -60,
    517, 836, 44, -16, -60,
    510, 834, 43, -17, -61,
    509, 834, 43, -17, -61,
    503, 831, 42, -18, -61,
    498, 833, 42, -19, -61,
    491, 833, 41, -20, -61,
    491, 832, 41, -20, -61,
    483, 831, 40, -21, -62,
    476, 828, 39, -22, -62,
    476, 830, 39, -22, -62,
    469, 829, 38, -23, -62,
    464, 828, 38, -24, -62,
    456, 827, 37, -25, -62,
    454, 827, 36, -25, -62,
    449, 826, 36, -26, -62,
    442, 825, 35, -27, -62,
    439, 824, 35, -27, -62,
    433, 823, 34, -28, -62,
    425, 822, 33, -29, -62,
    425, 822, 33, -29, -62,
    420, 822, 32, -30, -62,
    411, 820, 31, -31, -62,
    410, 821, 31, -31, -62,
    404, 820, 30, -32, -62,
    397, 818, 29, -33, -62,
    397, 818, 29, -33, -62,
    391, 817, 28, -34, -62,
    380, 816, 27, -35, -62,
    378, 815, 26, -35, -62,
    370, 814, 26, -36, -62,
    362, 813, 25, -37, -62,
    360, 812, 24, -37, -62,
    352, 811, 24, -38, -62,
    350, 811, 23, -38, -62,
    345, 810, 22, -39, -62,
    335, 808, 21, -40, -62,
    337, 809, 21, -40, -61,
    332, 807, 20, -41, -61,
    328, 807, 19, -41, -61,
    326, 807, 19, -42, -61,
    319, 805, 18, -43, -61,
    314, 804, 17, -43, -61,
    308, 803, 16, -44, -60,
    304, 803, 16, -44, -60,
    301, 802, 15, -45, -60,
    295, 800, 14, -45, -60,
    288, 799, 13, -46, -60,
    286, 800, 13, -46, -59,
    281, 798, 12, -47, -59,
    275, 797, 11, -47, -59,
    269, 796, 10, -48, -59,
    267, 796, 10, -48, -58,
    261, 795,  9, -49, -58,
    256, 794,  8, -49, -58,
    251, 795,  7, -50, -58,
    244, 791,  6, -50, -57,
    241, 791,  6, -51, -57,
    240, 790,  5, -51, -57,
    231, 787,  4, -52, -56,
    228, 788,  3, -52, -56,
    227, 787,  3, -52, -56,
    222, 787,  2, -53, -55,
    220, 786,  1, -53, -55,
    176, 777,  0, -54, -54,
    179, 777,  0, -54, -54,
    178, 776,  0, -54, -54,
    143, 767,  -1, -55, -53,
    144, 767,  -2, -55, -53,
    137, 766,  -3, -56, -52,
    136, 767,  -3, -56, -52,
    135, 766,  -4, -56, -52,
    127, 763,  -5, -57, -51,
    121, 761,  -6, -57, -51,
    122, 761,  -6, -57, -50,
    115, 760,  -7, -58, -50,
    109, 756,  -8, -58, -49,
    104, 756,  -9, -58, -49,
    100, 754, -10, -58, -48,
     99, 753, -10, -59, -48,
     95, 752, -11, -59, -47,
     96, 753, -12, -59, -47,
     80, 747, -13, -59, -46,
     78, 746, -13, -60, -46,
     70, 743, -14, -60, -45,
     64, 741, -15, -60, -45,
     57, 738, -16, -60, -44,
     56, 737, -16, -60, -44,
     47, 733, -17, -61, -43,
     44, 731, -18, -61, -43,
     36, 727, -19, -61, -42,
     36, 725, -19, -61, -41,
     32, 723, -20, -61, -41,
     30, 718, -21, -61, -40,
     30, 717, -21, -62, -40,
     30, 714, -22, -62, -39,
     32, 708, -23, -62, -38,
     29, 707, -24, -62, -38,
     29, 704, -24, -62, -37,
     29, 702, -25, -62, -37,
     29, 696, -26, -62, -36,
     29, 693, -26, -62, -35,
     28, 691, -27, -62, -35,
     29, 686, -28, -62, -34,
     29, 680, -29, -62, -33,
     28, 681, -29, -62, -33,
     28, 674, -30, -62, -32,
     29, 668, -31, -62, -31,
     28, 667, -31, -62, -31,
     28, 659, -32, -62, -30,
     28, 654, -33, -62, -29,
     28, 653, -33, -62, -29,
     28, 652, -34, -62, -28,
     29, 642, -35, -62, -27,
     28, 642, -35, -62, -27,
     28, 635, -36, -62, -26,
     28, 630, -36, -62, -25,
     28, 627, -37, -62, -25,
     28, 619, -38, -62, -24,
     28, 615, -38, -62, -23,
     29, 606, -39, -62, -22,
     29, 606, -39, -62, -22,
     28, 598, -40, -62, -21,
     28, 588, -41, -61, -20,
     28, 588, -41, -61, -20,
     28, 581, -42, -61, -19,
     26, 574, -42, -61, -18,
     29, 566, -43, -61, -17,
     28, 565, -43, -61, -17,
     28, 558, -44, -60, -16,
     28, 550, -45, -60, -15,
     28, 541, -45, -60, -14,
     28, 541, -46, -60, -14,
     27, 534, -46, -59, -13,
     28, 526, -47, -59, -12,
     28, 520, -47, -59, -11,
     28, 518, -48, -59, -11,
     28, 512, -48, -58, -10,
     28, 502, -49, -58,  -9,
     28, 497, -49, -58,  -8,
     28, 490, -50, -58,  -7,
     28, 487, -50, -57,  -7,
     28, 481, -51, -57,  -6,
     28, 475, -51, -57,  -5,
     29, 468, -51, -56,  -4,
     28, 464, -52, -56,  -4,
     29, 460, -52, -56,  -3,
     28, 449, -53, -55,  -2,
     28, 445, -53, -55,  -1,
     27, 442, -54, -55,  -1,
     28, 408, -54, -54,  0,
     28, 407, -54, -54,  0,
     28, 393, -55, -53,  1,
     27, 391, -55, -53,  2,
     28, 389, -55, -53,  2,
     28, 385, -56, -52,  3,
     28, 381, -56, -52,  4,
     28, 374, -56, -51,  5,
     28, 367, -57, -51,  5,
     28, 359, -57, -50,  6,
     28, 355, -57, -50,  7,
     28, 344, -58, -49,  8,
     29, 345, -58, -49,  8,
     29, 340, -58, -49,  9,
     28, 331, -59, -48, 10,
     29, 327, -59, -48, 11,
     29, 318, -59, -47, 12,
     29, 317, -59, -47, 12,
     28, 309, -60, -46, 13,
     29, 302, -60, -45, 14,
     28, 297, -60, -45, 15,
     28, 295, -60, -44, 15,
     29, 290, -60, -44, 16,
     30, 280, -61, -43, 17,
     29, 276, -61, -43, 18,
     29, 273, -61, -42, 18,
     30, 270, -61, -42, 19,
     32, 263, -61, -41, 20,
     33, 261, -61, -40, 20,
     36, 256, -62, -40, 21,
     41, 248, -62, -39, 22,
     47, 245, -62, -39, 23,
     50, 242, -62, -38, 23,
     62, 235, -62, -37, 24,
     66, 231, -62, -37, 25,
     76, 225, -62, -36, 26,
     77, 224, -62, -36, 26,
     91, 216, -62, -35, 27,
     98, 212, -62, -34, 28,
    100, 212, -62, -34, 28,
    102, 211, -62, -33, 29,
    112, 207, -62, -32, 30,
    113, 205, -62, -32, 30,
    123, 201, -63, -31, 31,
    133, 197, -62, -30, 32,
    135, 197, -62, -30, 32,
    143, 194, -62, -29, 33,
    150, 189, -62, -28, 34,
    153, 189, -62, -28, 34,
    162, 183, -62, -27, 35,
    171, 182, -62, -26, 36,
    173, 182, -62, -26, 36,
    181, 179, -62, -25, 37,
    187, 178, -62, -24, 37,
    196, 177, -62, -23, 38,
    197, 176, -62, -23, 39,
    203, 174, -62, -22, 39,
    211, 172, -62, -21, 40,
    218, 170, -61, -20, 40,
    221, 170, -61, -20, 41,
    229, 167, -61, -19, 42,
    233, 167, -61, -18, 42,
    235, 166, -61, -18, 43,
    239, 166, -61, -17, 43,
    248, 164, -60, -16, 44,
    254, 163, -60, -15, 44,
    258, 163, -60, -15, 45,
    263, 162, -60, -14, 45,
    274, 160, -60, -13, 46,
    286, 160, -59, -12, 47,
    286, 160, -59, -12, 47,
    294, 159, -59, -11, 48,
    298, 158, -59, -10, 48,
    305, 158, -58,  -9, 49,
    306, 158, -58,  -8, 49,
    308, 158, -58,  -8, 49,
    312, 158, -57,  -7, 50,
    315, 158, -57,  -6, 50,
    319, 157, -57,  -5, 51,
    322, 157, -56,  -5, 51,
    322, 158, -56,  -4, 52,
    326, 157, -56,  -3, 52,
    339, 157, -55,  -2, 53,
    339, 156, -55,  -2, 53,
    343, 158, -55,  -1, 53,
    378, 157, -54,  0, 54,
    378, 157, -54,  0, 54,
    393, 158, -54,  1, 55,
    394, 159, -53,  1, 55,
    396, 158, -53,  2, 55,
    405, 159, -52,  3, 56,
    409, 159, -52,  4, 56,
    410, 159, -51,  4, 56,
    414, 159, -51,  5, 57,
    420, 160, -51,  6, 57,
    423, 162, -50,  7, 57,
    425, 161, -50,  7, 58,
    432, 161, -49,  8, 58,
    437, 161, -49,  9, 58,
    441, 162, -48, 10, 58,
    446, 163, -48, 11, 59,
    451, 163, -47, 11, 59,
    455, 164, -47, 12, 59,
    460, 164, -46, 13, 59,
    464, 165, -46, 14, 60,
    465, 165, -45, 14, 60,
    468, 165, -45, 15, 60,
    476, 167, -44, 16, 60,
    486, 167, -43, 17, 61,
    485, 167, -43, 17, 61,
    489, 167, -42, 18, 61,
    494, 168, -42, 19, 61,
    501, 169, -41, 20, 61,
    501, 168, -41, 20, 61,
    508, 170, -40, 21, 62,
    517, 171, -39, 22, 62,
    517, 171, -39, 22, 62,
    523, 172, -38, 23, 62,
    528, 172, -38, 24, 62,
    534, 173, -37, 25, 62,
    539, 174, -36, 25, 62,
    542, 174, -36, 26, 62,
    551, 176, -35, 27, 62,
    551, 176, -35, 27, 62,
    559, 177, -34, 28, 62,
    567, 178, -33, 29, 62,
    566, 178, -33, 29, 62,
    572, 179, -32, 30, 62,
    578, 179, -31, 31, 62,
    579, 179, -31, 31, 62,
    587, 182, -30, 32, 62,
    594, 182, -29, 33, 62,
    595, 182, -29, 33, 62,
    601, 183, -28, 34, 62,
    610, 185, -27, 35, 62,
    611, 186, -26, 35, 62,
    615, 185, -26, 36, 62,
    624, 187, -25, 37, 62,
    627, 188, -24, 37, 62,
    633, 189, -24, 38, 62,
    636, 189, -23, 38, 62,
    646, 191, -22, 39, 62,
    654, 192, -21, 40, 62,
    653, 192, -21, 40, 61,
    659, 193, -20, 41, 61,
    663, 194, -19, 41, 61,
    666, 193, -19, 42, 61,
    675, 197, -18, 43, 61,
    678, 196, -17, 43, 61,
    684, 197, -16, 44, 60,
    686, 198, -16, 44, 60,
    692, 199, -15, 45, 60,
    696, 200, -14, 45, 60,
    702, 200, -13, 46, 60,
    705, 201, -13, 46, 59,
    711, 201, -12, 47, 59,
    715, 203, -11, 47, 59,
    717, 204, -10, 48, 59,
    726, 205, -10, 48, 58,
    730, 206,  -9, 49, 58,
    731, 206,  -8, 49, 58,
    737, 208,  -7, 50, 58,
    741, 208,  -6, 50, 57,
    743, 208,  -6, 51, 57,
    749, 210,  -5, 51, 57,
    756, 211,  -4, 52, 56,
    760, 212,  -3, 52, 56,
    762, 213,  -3, 52, 56,
    770, 214,  -2, 53, 55,
    770, 216,  -1, 53, 55,
    817, 226,  0, 54, 54
